MS_NO,DIVISION_GROUP,DIVISION_NAME,DEPT_GROUP_NAME,DEPARTMENT_NAME,SUBDEPARTMENT_NAME,CLASS_NAME,SUBCLASS_NAME,ART_SV_NAME,ART_SV_NAME_ENG,ART_NO,ART_SV_NO,BARCODE,BRAND,MODEL_NO,EXTRA_INFO,DC_SUPPL_NO,DC_SUPPL_NAME
420500203,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205002 JELLY,0420500203 PUDDING JELLY,IMP_โอกิโอพุดดิ้งรวมรส270G.,IMP_OKIO MINI PUDDING ASSORTED 270G,101010837,0,9556437009044,OKIO,270G.,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420500203,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205002 JELLY,0420500203 PUDDING JELLY,พุดดิ้งโคคอน375G.รวมรส,Kochon Pudding 375G Mixed,101025844,0,9556437005688,COCON,375G.,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420500203,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205002 JELLY,0420500203 PUDDING JELLY,โคอนโยกิชรวมรส504มล,COCON YOGIEE MIXED 504ML,101998255,0,9556437005589,COCON,504ML,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420500202,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205002 JELLY,0420500202 JELLIES,มินิเยลลี่โคคอน300G.ลิ้นจี่,MINI JELLY COCON LYCHEE 300G.,101025846,0,9556437004599,COCON,300G.,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420500203,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205002 JELLY,0420500203 PUDDING JELLY,โยโก้บาร์โคคอน450มล.,COCON YOGO BAR 450ML,100924696,0,9556437003646,COCON,450ML.,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,IMP_ทาทาวาทิรามิสุคุกกี้ครีม,IMP_TATAWA TIRAMISU COOKIES,100913147,0,9556291800726,IMP LOCAL,100G.,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,IMP_คุ้กกี้สอดไส้แยมบลูเบอร์รี่ (ตราทาทาวา),IMP_TATAWA BLUEBERRY SOFT COOKIES,101677244,0,9556291800276,TATAWA,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,IMP_คุ้กกี้ทาทาวา130Gแยมสตรอ,IMP_TATAWA COOKIE 130G STRAWBERRY,100728900,0,9556291800269,TATAWA,130G STRAWBER,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,IMP_คุกกี้โฮลเกรนผสมช็อกโกแลตชิปและแฟล็กซ์ซี้ด 180,IMP_NUTRI-U  WHOLEGRAIN OAT COOKIES CHOCOLATE CHIP,102035137,0,9556291608728,TATAWA,180G.,DMD250726,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,IMP_คุกกี้โฮลเกรนผสมผลไม้และน้ำผึ้ง 180G,IMP_NUTRI-U  WHOLEGRAIN OAT COOKIES FRUITS&HONEY 1,102035136,0,9556291608711,TATAWA,180G.,DMD250726,9110142,9110142 : BPINDC-XDOCK(42)
630300203,03 OTHER,06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_อีเซอร์ร่าเอกตราเจนเทิล150มล,P_EZERRA EXTRAGENTLE150ML,103005040,0,9556258121888,EZERRA,NON DRUG,NMD220726,9110241,9110241 : BPNPUREDC-STOCKING(41)
630300203,03 OTHER,06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_อีเซอร์ร่าโลชั่น 150มล,P_EZERRA LOTION 150ML,103005041,0,9556258121871,EZERRA,NON DRUG,NMD121024,9110241,9110241 : BPNPUREDC-STOCKING(41)
630300203,03 OTHER,06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_อีเซอร์ร่า ครีม 25 กรัม,P_อีเซอร์ร่า ครีม 25 กรัม,102267622,0,9556258121758,EZERRA,NON DRUG,NMD180226,9110241,9110241 : BPNPUREDC-STOCKING(41)
610910201,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061091 DERMATOLOGICALS,06109102 DERMATOLOGICALS,0610910201 CORTICOSTEROIDS,P_เอช-คอร์ช ครีม 15 กรัม,P_H-CORT CREAM 15G,102974878,0,9556258002569,H-CORT,DANGEROUS DRUG,NMD050625,9110241,9110241 : BPNPUREDC-STOCKING(41)
430200206,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043020 CANNED PRODUCT,04302002 CANNED FOOD,0430200206 SOUP,IMP_แคมเบล มันฝรั่งผสมเห็ด305G,IMP_CAMPBELL MUSHROOM POTAGE,100705061,0,9556191606183,CAMPBELLS,NO_MODEL,NMD140726,9110142,9110142 : BPINDC-XDOCK(42)
430300204,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303002 NOODLES,0430300204 MACARONI/SPAGHE,IMP_พรีโก้ เส้นมะกะโรนี 500ก,IMP_PREGO MACARONI PASTA 500G,102963290,0,9556191071875,IMP LOCAL,NO_MODEL,NMD010826,9110142,9110142 : BPINDC-XDOCK(42)
430300204,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303002 NOODLES,0430300204 MACARONI/SPAGHE,IMP_พรีโก้ เส้นสปาเก็ตตี้ 500ก,IMP_PREGO SPAGHETTI PASTA 500G,102963289,0,9556191071851,IMP LOCAL,NO_MODEL,NMD010826,9110142,9110142 : BPINDC-XDOCK(42)
430400303,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304003 PREPARED SAUCES,0430400303 PASTA SAUCE,IMP_พรีโก้ ซอสคาโบนาร่าผสมเห็ด,IMP_PREGO CARBONARA SAUCE 295G,101152902,0,9556191071035,IMP LOCAL,295G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
430400303,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304003 PREPARED SAUCES,0430400303 PASTA SAUCE,IMP_พรีโก้ ซอสครีมชีสสมุนไพร,IMP_PREGO CHEESE&HERB SAUCE290,100704986,0,9556191070175,IMP LOCAL,290G,NMD140726,9110142,9110142 : BPINDC-XDOCK(42)
430400303,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043040 COOKING INGRED.,04304003 PREPARED SAUCES,0430400303 PASTA SAUCE,IMP_พรีโก้ เทรดดิชั่นซอส 300ก,IMP_PREGO TRADITIONAL SAUCE300,100704995,0,9556191070144,IMP LOCAL,300G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
430100101,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301001 RICE PORRIDGE/CUP SOUPS,0430100101 CUP SOUPS,IMP_แคมเบล ซุปครีมไก่ 66G,IMP_CAMPBELL CHICKEN MIN 66G,100912043,0,9556191061418,CAMPBELLS,66G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
430100101,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043010 INSTANT FOOD,04301001 RICE PORRIDGE/CUP SOUPS,0430100101 CUP SOUPS,IMP_แคมเบล ซุปเห็ด ซอง63G,IMP_CAMPBELL MUSHROOM MIN 63G,100912041,0,9556191061401,CAMPBELLS,63G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420500501,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,แคดเบอรีแดรีมิลค์ 34 กรัม,CADBURY PLAIN 34G,102879743,0,9556182104001,CADBURY,37 กรัม,NMD280726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
420500501,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,แคดเบอรีแดรีมิลค์ 11.5กรัม,CADBURY PLAIN 11.5G,102995585,0,9556182017264,CADBURY,11.5G,NMD250626,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
410700202,02 Food,04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041070 CEREAL,04107002 HOT CERAL,0410700202 OAT BASED,เควกเกอร์โอ๊ตปรุงถุง400ก,QUAKER INSTANT POUCH 400G,103132543,0,9556174802274,QUAKER,NO_MODEL,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
410700202,02 Food,04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041070 CEREAL,04107002 HOT CERAL,0410700202 OAT BASED,เควกเกอร์800ก.ปรุงสำเร็จแดงก.ป,QUAKER INSTANT OATS 800 G TIN,100613914,0,9556174702116,QUAKER,800ก.กระป๋อง,NMD220626,9110141,9110141 : BPINDC-STOCKING(41)
410700202,02 Food,04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041070 CEREAL,04107002 HOT CERAL,0410700202 OAT BASED,เควกเกอร์800ก.สุกเร็วกระป๋อง,QUAKER WHITE OATS 800 G TIN,100613915,0,9556174702109,QUAKER,800ก.กระป๋อง,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,IMP_ฮวาไท โกลเด้น บิสกิต433ก,IMP_HWA TAI GOLDEN BISCUIT433G,103004285,0,9556167783658,HWA TAI,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
421400401,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0421 SWEETED GROCE.2_WHSL,042140 BISCUITS/COOKIE_WHSL,04214004 CRACKERS_WHSL,0421400401 CRACKERS 1_WHSL,IMP_ลักซูรี่บิสกิตช็อกโก 120ก.,IMP_LUXURY BISCUITS CHOCO 120G,102844814,0,9556167780121,IMP LOCAL,120G,NMD070826,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,IMP_ลักซูรี่บิสกิตเลมอน 120ก.,IMP_LUXURY BISCUITS LEMON 120G,102964901,0,9556167780053,LUXURY,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
210401406,01 NonFood,02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021040 CLEANING,02104014 CLEANING TOOLS,0210401406 DUST PUSHING MOP,มาจิคลีนแผ่นแห้ง40ชิ้น,MAGICLEAN WIPER DRY 40PCS.,102569469,0,9556155255006,MAGICLEAN,NO_MODEL,NMD140826,9110142,9110142 : BPINDC-XDOCK(42)
460700403,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700403 SHAVING CREAM,ยิลเลตต์โฟมโกนหนวดมะนาว50G(P),GILLETTE FOAMY LEMON 50G(P),100963409,0,9556149001053,GILLETTE,50G,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
420300101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042030 CHIPS,04203001 POTATO,0420300101 POTATO 1,BITEE มันฝรั่งรสบาร์บีคิว110ก.,BITEE POTATO BBQ 110G.,102952084,0,9556129003107,BITEE,NO_MODEL,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
420300101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042030 CHIPS,04203001 POTATO,0420300101 POTATO 1,BITEE มันฝรั่ง รสซาวครีม 110ก.,BITEE POTATO SOUR CREAM 110G.,102952083,0,9556129003091,BITEE,NO_MODEL,NMD250626,9110141,9110141 : BPINDC-STOCKING(41)
420300101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042030 CHIPS,04203001 POTATO,0420300101 POTATO 1,BITEE มันฝรั่ง รสดั้งเดิม 110ก,BITEE POTATO ORIGINAL 110G.,102949404,0,9556129003084,BITEE,110 ก,NMD250626,9110141,9110141 : BPINDC-STOCKING(41)
420300101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042030 CHIPS,04203001 POTATO,0420300101 POTATO 1,BITEE มันฝรั่ง รสดั้งเดิม 42ก.,BITEE POTATO ORIGINAL 42G.,103037630,0,9556129003060,BITEE,42 ก,NMD140826,9110141,9110141 : BPINDC-STOCKING(41)
420300101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042030 CHIPS,04203001 POTATO,0420300101 POTATO 1,ไบตี้ มันฝรั่ง รสมะเขือเทศ100ก,BITEE POTATO CHIPS TOMATO100G.,103255572,0,9556129003053,BITEE,100g.,NMD250626,9110141,9110141 : BPINDC-STOCKING(41)
420300101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042030 CHIPS,04203001 POTATO,0420300101 POTATO 1,ไบตี้ มันฝรั่ง รสฮาลาปิญโญชีส,BITEE POTATO JALAPENO CHEESE,103255573,0,9556129003046,BITEE,100g.,NMD250626,9110141,9110141 : BPINDC-STOCKING(41)
460500202,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046050 BODY MOISTURIZER,04605002 BABY,0460500202 PETROLEUM JELLY,วาสลีน เบบี้ เพียวเจลลี่ 100มล,VASELINE BABY PURE JELLY100ML.,103253022,0,9556126667838,VASELINE,NO_MODEL,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
460500202,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046050 BODY MOISTURIZER,04605002 BABY,0460500202 PETROLEUM JELLY,วาสลีน เบบี้ เพียวเจลลี่ 50มล.,VASELINE BABY PURE JELLY 50ML.,103253021,0,9556126667821,VASELINE,NO_MODEL,NMD250726,9110141,9110141 : BPINDC-STOCKING(41)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,จูลี่ส์ชีสสติ๊ก 360ก.,JULIE CHEESE STICKS 360G.,102976073,0,9556121031832,JULIE'S,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600102,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600102 WAFERS,จูลี่ส์เวเฟอร์ช็อกเฮเซลนัท 60ก,JULIES WAFER CHOCHAZEL60G,102832463,0,9556121031665,JULIE'S,60G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,BPจูลี่ส์ไส้ครีมเนยถั่ว15ก.P12,BP JULIE S PEANUT BUTTER15GP12,102882790,0,9556121031405,JULIE'S,15G.P12,NMD090726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์ขนมปังสอดไส้ชีส112ก,JULIE S CHEESE SANDWICH 112 G,102022556,0,9556121026722,JULIE'S,112 G,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์ขนมปังสอดไส้เนยถั่ว120ก,JULIE S PEANUT BUTTER SANDWICH 120 G,102022554,0,9556121026715,JULIE'S,120 G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,จูลีส์โอ๊ต25 เทนเกรน200ก,JULIE OAT25 TEN GRAINS 200G,102479517,0,9556121026500,JULIE'S,200G,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์เชดดาร์ชีสแซนด์วิช180ก.,JULIES CHEDDAR CHEESE 180G.,102314584,0,9556121026463,JULIE'S,180 กรัม,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,จูลีส์โอ๊ต25 สตรอเบอร์รี่200ก,JULIE OAT25 STRAWBERRY 200G,102479516,0,9556121026111,JULIE'S,200G,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จุลีส์เลมอนพัพฟ์เลมอนด์,JULIES LEMOND PUFF LEMOND,102314555,0,9556121022496,JULIE'S,170กรัม,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์เนยถั่วหูหิ้ว 360 กรัม,JULIE PEANUT BUTTER 360G,102407621,0,9556121020614,JULIE'S,360G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์บิสกิตแอสซอร์ททรี 530ก.,JULIES BISCUIT ASSORTIES530G.,102729444,0,9556121020003,JULIE'S,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,เมโลดีส์ขนมปังกรอบรวมรส 660ก.,MELODIES ASSORTED BISCUIT660G.,100934273,0,9556121009688,JULIE'S,660G.,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์บัทเทอร์วาฟเฟิล100ก,BUTTER WAFFLES 100 G,100615292,0,9556121009220,JULIE'S,100G.,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์ชูการ์แครกเกอร์ 416 ก,JULIE'S SUGAR  CRACKERS  416 G,100615236,0,9556121000838,JULIE'S,335G.,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,จูลี่ส์โกลเด้นแครกเกอร์ 368 ก,JULIE'S  GOLDEN CRACKER  368G,100615235,0,9556121000494,JULIE'S,312G.,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
472100202,02 Food,04 DRY FOOD,0472 PAPER,0472 PAPER,047210 TISSUE,04721002 FACIAL TISSUE,0472100202 SOFT BOXED,HPP ก.เช็ดหน้าแบบแขวน4ชั้น320S,HPP FACIAL TISSUE 4PLY 320S,103254080,0,9556113011095,BIG C HAPPY PRICE PRO,4 ชั้น 320แผ่น,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
470200304,02 Food,04 DRY FOOD,0470 HOUSEHOLD,0470 HOUSEHOLD,047020 CLEANER,04702003 BATHROOM CLEANE,0470200304 INTANK FLUSH,ฮาร์ปิคฟลัชลาเวนเดอร์ 50ก*2,HARPIC LAVENDER 50G*2,103124718,0,9556111997988,HARPIC,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
470400102,02 Food,04 DRY FOOD,0470 HOUSEHOLD,0470 HOUSEHOLD,047040 INSECTICIDE CON,04704001 INSECTICIDE,0470400102 COILS/STICKS,ชิลด์ท้อกซ์กันยุงควันน้อย10ขด,SHIELDTOX LOW SMOKE COIL 11HRS,103001603,0,9556111994970,SHIELDTOX,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
460600204,02 Food,04 DRY FOOD,0460 HBA,0460 HBA,046060 BODY CLEANSE,04606002 LIQUID SOAP,0460600204 HEALTH L.SOAP,เดทตอลรีเอ็นเนอร์ไจซ์ 450 ก.,DETTOL RE-ENERGIZE 450G.,102546363,0,9556111986401,DETTOL,450ML,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
470100204,02 Food,04 DRY FOOD,0470 HOUSEHOLD,0470 HOUSEHOLD,047010 LAUNDRY,04701002 LAUNDRY ADDITIV,0470100204 STAIN REMOVERS,แวนิช ออกซี่แอคชั่น 450 กรัม,Vanish Oxiaction 450g,100812140,0,9556111712024,VANISH,450G.,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
250202404,01 NonFood,02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502024 OFFICE SUPPLIES,0250202404 GLUE,FBCT กาวดินน้ำมัน TACK IT 50G.,FBCT TACK IT CREATIVE GLUE 50G,103219305,0,9556089794503,FABERCASTEL,Tack It,NMD140826,9110142,9110142 : BPINDC-XDOCK(42)
420600101,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600101 BISCUITS/ COOKIES,IMP_ดีลักซ์ แซนวิช พีนัต บัตเตอร์ 160 กรัม,IMP_DELUXE SANDWICH PEANUT BUTTER 160 G.,101677427,0,9556085792312,DELUXE,NO_MODEL,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,IMP_ฮับเส็งชูการ์แครกเกอร์428ก,IMP_HUPSENG SUGAR CRACKER428G.,100615188,0,9556085501860,HUP SENG,500G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,IMP_ฮับเส็ง แครกเกอร์ 330ก.,IMP_HUPSENG CRACKER 330G.,100669590,0,9556085318758,HUP SENG,400G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,IMP_ดิลักซ์ แครกเกอร์รสผัก120ก,IMP_DELUXE VEGIE CRACKER120G.,100781741,0,9556085318369,DELUXE,140G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
420600103,02 Food,04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042060 BISCUITS,04206001 BISCUITS/ WAFERS,0420600103 CRACKERS,IMP_ฮับเส็ง ครีมแครกเกอร์428ก.,IMP_HUPSENG CREAM CRACKER428G.,100615187,0,9556085302757,HUP SENG,500G,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
470300103,02 Food,04 DRY FOOD,0470 HOUSEHOLD,0470 HOUSEHOLD,047030 REFRESHER,04703001 AIR FRESHENERS,0470300103 GEL FRESHENER,แอมบิเพอร์เฟรซเจลรีเฟรชซิ่ง เลมอน 180กรัม,Ambipur Gel Fresh Lemon 180G,101296283,0,9556076012689,AMBI PUR,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
